截至日期和时间,2020年3月3日起超两千例确诊国家疫情发展态势      (人民日报新媒体发布，带颜色数字为累计确诊、历史最大确诊日增、累计死亡、历史最大死亡日增数字前10名）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,截至日期和时间,,,,
,,0,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,12,,,,13,,,,14,,,,15,,,,16,,,,17,,,,18,,,,19,,,,20,,,,21,,,,22,,,,23,,,,24,,,,25,,,,26,,,,27,,,,28,,,,29,,,,30,,,,31,,,,32,,,,33,,,,34,,,,35,,,,36,,,,37,,,,38,,,,39,,,,40,,,,41,,,,42,,,,43,,,,44,,,,45,,,,46,,,,47,,,,48,,,,49,,,,50,,,,51,,,,52,,,,53,,,,54,,,,55,,,,56,,,,57,,,,58,,,,59,,,,60,,,,61,,,,62,,,,63,,,,64,,,,65,,,,66,,,,67,,,,68,,,,69,,,,70,,,,71,,,,72,,,,73,,,,74,,,,75,,,,76,,,,77,,,,78,,,,79,,,,80,,,,81,,,,82,,,,83,,,,84,,,,,,,,
,次序,累计确诊,,历史最大确诊日增,,累计死亡,,历史最大死亡日增,,每百万人口确诊数,,确诊病例死亡率,,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月16日9时30分，中国以外新冠肺炎确诊病例较前一日新增超1.1万例，累计确诊超8.6万例，死亡超3200例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月17日9时30分，全球新冠肺炎确诊病例累计达到181377例，死亡病例7119例。中国以外单日新增确诊病例超1.3万例，累计确诊超10万例，死亡超3900例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月18日9时30分，全球新冠肺炎确诊病例累计达到197133例，死亡病例7905例。中国以外单日新增确诊病例逾1.5万例，累计逾11.5万例，单日新增死亡病例逾760例，累计逾4600例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月19日9时30分，全球新冠肺炎确诊病例累计达到215955例，死亡病例8749例。中国以外单日新增确诊病例逾1.8万例，累计逾13万例，单日新增死亡病例逾800例，累计逾5400例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月20日9时30分，全球新冠肺炎确诊病例累计达到242726例，死亡病例9870例。中国以外单日新增确诊病例逾2.67万例，累计逾16万例，单日新增死亡病例逾1100例，累计逾6600例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月21日9时30分，全球新冠肺炎确诊病例累计达到272367例，死亡病例11311例。中国以外单日新增确诊病例逾2.9万例，累计确诊逾19万例，单日新增死亡病例逾1400例，累计死亡逾8000例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月22日9时30分，全球新冠肺炎确诊病例累计达到304544例，死亡病例12974例。中国以外单日新增确诊病例逾3.2万；累计确诊逾22万例；单日新增死亡病例逾1600例；累计死亡逾9000例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月23日9时30分，全球新冠肺炎确诊病例累计达到335991例，死亡病例14641例。中国以外单日新增确诊病例逾3.1万；累计确诊逾25万例；单日新增死亡病例逾1600例；累计死亡逾1万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月24日9时30分，全球新冠肺炎确诊病例累计达到378601例，死亡病例16505例。中国以外单日新增确诊病例逾4.2万；累计确诊逾29.68万例；单日新增死亡病例逾1800例；累计死亡逾1.3万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月25日9时30分，全球新冠肺炎确诊病例累计达到417966例，死亡病例18615例。中国以外单日新增确诊病例逾3.9万；累计确诊逾41.7万例；单日新增死亡病例逾2100例；累计死亡逾1.8万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月26日9时30分，全球新冠肺炎确诊病例累计达到468523例，死亡病例21192例。中国以外单日新增确诊病例逾5万例；累计确诊逾46.8万例；单日新增死亡病例逾2570例；累计死亡逾1.78万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月27日9时30分，全球新冠肺炎确诊病例累计达到531684例，死亡病例24054例。中国以外单日新增确诊病例逾6.3万例；累计确诊逾44.9万例；单日新增死亡病例逾2800例；累计死亡逾2.07万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间3月28日9时30分左右，全球新冠肺炎确诊病例累计达到595800例，死亡病例27333例。中国以外单日新增确诊病例逾6.4万例；累计确诊逾51.3万例；单日新增死亡病例逾3300例；累计死亡逾2.4万例。,,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间29日9时30分左右，全球新冠肺炎确诊病例累计662073例，累计死亡30780例。中国以外单日新增确诊病例逾6.6万例；累计确诊逾57.9万例；新增死亡病例逾3400例；累计死亡逾2.74万例。,,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间30日9时30分左右，全球新冠肺炎确诊病例累计721584例，累计死亡33958例。中国以外新确诊逾5.9万例，累计逾63.9万例；新增死亡人数逾3100例，累计逾3万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间31日9时30分左右，全球新冠肺炎确诊病例累计784314例，累计死亡37638例，累计治愈165288例。中国以外新确诊逾6.2万例，累计逾70.1万例；新增死亡人数逾3677例，累计逾3万例。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,全球统计,全球,4779566,全球,148430,全球,318470,全球,11245,全球,613.17 ,全球,6.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,美国,1508957,美国,37282,美国,90369,美国,4922,卡塔尔,"11,790.48 ",法国,19.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,俄罗斯,299941,俄罗斯,22668,英国,34796,英国,4419,西班牙,"4,964.80 ",比利时,16.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,巴西,254220,西班牙,16060,意大利,32007,法国,2004,新加坡,"4,921.76 ",意大利,14.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,英国,246406,巴西,15305,法国,28239,西班牙,1814,爱尔兰,"4,900.98 ",英国,14.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,西班牙,232128,厄瓜多尔,11536,西班牙,27709,意大利,969,比利时,"4,793.86 ",匈牙利,13.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,意大利,225886,德国,10068,巴西,16792,巴西,881,美国,"4,558.75 ",荷兰,12.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,德国,176551,英国,8681,比利时,9080,比利时,823,巴林,"4,205.52 ",瑞典,12.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,土耳其,150593,法国,7578,德国,8003,德国,488,意大利,"3,736.01 ",西班牙,11.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,法国,142903,意大利,6557,伊朗,7057,厄瓜多尔,410,科威特,"3,674.22 ",墨西哥,10.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,伊朗,122492,印度,6555,加拿大,5960,墨西哥,353,英国,"3,629.70 ",厄瓜多尔,8.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,印度,101139,伊朗,6002,荷兰,5694,伊朗,309,瑞士,"3,525.75 ",阿尔及利亚,7.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,秘鲁,94933,土耳其,5138,墨西哥,5332,印度,305,白俄罗斯,"3,235.36 ",加拿大,7.51%,,,,,,4月份,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,中国,84500,秘鲁,4298,中国,4645,加拿大,275,瑞典,"3,007.84 ",印度尼西亚,6.61%,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月1日9时30分左右，全球新冠肺炎确诊病例累计857957例，累计死亡42139例，累计治愈178091例。中国以外新确诊逾7.3万例，累计逾77.5万例；新增死亡人数逾4498例，累计逾3万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月2日09时30分左右，全球新冠肺炎确诊病例累计932605例，累计死亡46809例，累计治愈193177例。中国以外新确诊逾7.4万例，累计逾84.9万例；新增死亡人数逾4663例，累计逾4万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月3日09时30分左右，全球新冠肺炎确诊病例累计1014673例，累计死亡52983例，累计治愈210335例。中国以外新确诊逾7.7万例，累计逾93.1万例；新增死亡人数逾6158例，累计逾4万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月4日09时30分左右，全球新冠肺炎确诊病例累计1097909例，累计死亡59131例，累计治愈225942例。中国以外新确诊逾 8.3万例，累计逾101.5万例；新增死亡人数逾6144例，累计逾5.57万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月5日09时30分左右，全球新冠肺炎确诊病例累计1201591例，累计死亡64703例，累计治愈246198例。中国以外新确诊逾10.3万例，累计逾111万例；新增死亡人数逾5500例，累计逾6.1万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月6日09时30分左右，全球新冠肺炎确诊病例累计1273794例，累计死亡69419例，累计治愈260193例。中国以外新确诊逾7.2万例，累计逾119万例；新增死亡人数逾4700例，累计逾6.6万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月7日09时30分左右，全球新冠肺炎确诊病例累计1346299例，累计死亡74679例，累计治愈276636例。中国以外新确诊逾7.2万例，累计逾126万例；新增死亡人数逾5260例，累计逾7.1万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月8日09时30分左右，全球新冠肺炎确诊病例累计1428428例，累计死亡82020例，累计治愈300198例。中国以外新确诊逾8.2万例，累计逾134.5万例；新增死亡人数逾7339例，累计逾7.8万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月9日09时30分左右，全球新冠肺炎确诊病例累计1513358例，累计死亡88415例，累计治愈329329例。中国以外新确诊逾8.4万例，累计逾143万例；新增死亡人数逾6393例，累计逾8.5万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月10日9时30分左右，全球新冠肺炎确诊病例累计1596496例，累计死亡95506例，累计治愈354006例。中国以外新确诊逾8.3万例，累计逾151万例；新增死亡人数逾7090例，累计逾9.2万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月11日9时30分左右，全球新冠肺炎确诊病例累计1694954例，累计死亡102607例，累计治愈376102例。中国以外新确诊逾9.8万例，累计逾161万例；新增死亡人数逾7097例，累计逾9.9万例。,,,,,,美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月12日9时30分，全球累计确诊新冠肺炎病例1773358例，累计死亡108702例，累计治愈402270例。中国以外新确诊逾7.8万例，累计逾168.9万例；新增死亡人数逾6095例，累计逾10.5万例。,,,,,,数读海外网：截至北京时间4月13日9时30分，全球累计确诊新冠肺炎病例1846963例，累计死亡114101例。中国以外新确诊逾7.3万例，累计逾176.3万例；新增死亡人数逾5397例，累计逾11万例。美国约翰斯·霍普金斯大学发布的疫情数据显示，截至北京时间4月13日9时30分，美国累计确诊555398例，累计死亡22073例。,,,,,,,数读海外网：截至北京时间4月14日9时30分，全球累计确诊新冠肺炎病例1918855例，累计死亡119588例。中国以外新确诊逾7.1万例，累计逾183.5万例；新增死亡人数5487例，累计逾11.6万例。,,,,,,,数读海外网：截至北京时间4月15日9时30分，全球累计确诊新冠肺炎病例1979477例，累计死亡126539例。中国以外新确诊逾6万例，累计逾189.5万例；新增死亡人数6950例，累计逾12.3万例。,,,,,,数读海外网：截至北京时间4月16日9时30分，全球累计确诊新冠肺炎病例2060927例，累计死亡134354例。中国以外新确诊逾8.1万例，累计逾197.7万例；新增死亡人数7815例，累计逾13.1万例。,,,,,,【海外网4月17日|战疫全时区】截至北京时间4月17日9时30分，全球累计确诊新冠肺炎病例2153620例，累计死亡143844例。中国以外新确诊逾9.2万例，累计逾206.9万例；新增死亡人数9490例，累计逾14万例。,,,,,,【海外网4月18日|战疫全时区】截至北京时间4月18日9时30分，全球累计确诊新冠肺炎病例2240768例，累计死亡153871例。中国以外新确诊逾8.7万例，累计逾215.6万例；新增死亡人数逾1万例，累计逾14.9万例。,,,,,,【海外网4月19日|战疫全时区】截至北京时间4月19日9时30分，全球累计确诊新冠肺炎病例2317759例，累计死亡159510例。中国以外新确诊逾7.6万例，累计逾223.3万例；新增死亡人数5639例，累计逾15.4万例。,,,,,,【海外网4月20日|战疫全时区】截至北京时间4月20日9时30分，全球累计确诊新冠肺炎病例2402076例，累计死亡165106例。中国以外新确诊逾8.4万例，累计逾231.7万例；新增死亡人数5596例，累计逾16万例。,,,,,,【海外网4月21日|战疫全时区】截至北京时间4月21日9时30分，全球累计确诊新冠肺炎病例2473209例，累计死亡170042例。中国以外新确诊逾7.1万例，累计逾238.8万例；新增死亡人数4936例，累计逾16.5万例。,,,,,,【海外网4月22日|战疫全时区】美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月22日9时30分左右，全球累计确诊新冠肺炎病例2561915例，累计死亡177200例。中国以外新确诊逾8.8万例，累计逾247.7万例；新增死亡人数7158例，累计逾17.2万例。,,,,,,【海外网4月23日|战疫全时区】美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月23日9时30分左右，全球累计确诊新冠肺炎病例2624846例，累计死亡183120例。中国以外新确诊逾6.2万例，累计逾254万例；新增死亡人数5920人，累计逾17.8万例。,,,,,,【海外网4月24日|战疫全时区】美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月24日9时30分左右，全球累计确诊新冠肺炎病例2704676例，累计死亡190549例。中国以外新确诊逾7.9万例，累计逾262万例；新增死亡人数7429人，累计逾18.5万例。,,,,,,【海外网4月25日|战疫全时区】美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月25日9时30分左右，全球累计确诊新冠肺炎病例2790986例，累计死亡195920例。中国以外新增确诊86297例，累计逾270万例；新增死亡人数5731人，累计死亡逾19万例。,,,,,,【海外网4月26日|战疫全时区】美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月26日11时，全球累计确诊新冠肺炎病例2896746例，累计死亡202846例。中国以外新增确诊10.5万例，系单日最大增幅，累计逾281.2万例；新增死亡人数6926人，累计死亡逾19.8万例。,,,,,,【海外网4月27日|战疫全时区】美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月27日9时30分，全球累计确诊新冠肺炎病例2970705例，累计死亡206495例。中国以外新增确诊7.3万例，累计逾288.6万例；新增死亡人数3649人，累计死亡逾20.1万例。,,,,,,【海外网4月28日|战疫全时区】美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月28日9时30分，全球累计确诊新冠肺炎病例3037605例，累计死亡210842例。中国以外新增确诊6.6万例，累计逾295.3万例；新增死亡人数4347人，累计死亡逾20.6万例。,,,,,,【海外网4月29日|战疫全时区】美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月29日9时30分，全球累计确诊新冠肺炎病例3114659例，累计死亡216989例。中国以外新增确诊7.7万例，累计确诊逾303万例；新增死亡人数6147人，累计死亡逾21.2万例。,,,,,,【海外网4月30日|战疫全时区】美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至北京时间4月30日9时30分，全球累计确诊新冠肺炎病例3190743例，累计死亡227368例。中国以外新增确诊7.6万例，累计确诊逾310万例；新增死亡人数10379人，累计死亡逾22.2万例。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,加拿大,79411,巴基斯坦,3747,土耳其,4171,荷兰,234,秘鲁,"2,879.21 ",巴西,6.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,沙特阿拉伯,57345,加拿大,3482,瑞典,3698,爱尔兰,220,葡萄牙,"2,864.55 ",菲律宾,6.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,比利时,55559,比利时,3035,印度,3163,俄罗斯,185,荷兰,"2,576.09 ",罗马尼亚,6.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
